"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"3579","YT051",2020-04-17,2020-04-17,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Government of Yukon
What: Licensed child care spaces in Yukon are limited to critical and essential workers and vulnerable families
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/covid-19-public-update-april-17-2020-0","Yukon"
"3580","YT052-external_border",2020-04-17,2020-04-17,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Yukon
What: Increased Yukon border restrictions have been introduced using the new Border Control Measures Order under the Civil Emergency Measures Act. This order details in exactly what situations people can enter Yukon: Yukon residents; non-resident family members of Yukon residents; delivering a critical or essential service; transiting through Yukon to a neighbouring jurisdiction (24-hour limitation); or exercising an Aboriginal or treaty right (for the time needed to exercise the right).
Effective until:","Canada","Government of Yukon","Provincial","Provincial","http://www.gov.yk.ca/legislation/regs/mo2020_019.pdf, https://yukon.ca/en/health-and-wellness/covid-19/border-enforcement-during-covid-19","Yukon"
"3581","YT053-external_border",2020-04-17,2020-04-17,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Yukon
What: Restricted all non-essential travel and authorized officers to turn individuals away
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/eco/eco-information-people-entering-yukon-april-5-2020.pdf, https://www.yukon-news.com/news/total-covid-19-cases-in-yukon-rises-to-nine-border-restrictions-tighten/","Yukon"
"3582","YT055",2020-01-28,2020-01-28,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Chief Medical Officer of Health
What: Launched a dedicated government web page for COVID-19
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/public-risk-novel-coronavirus-remains-low-yukon, https://yukon.ca/novel-coronavirus","Yukon"
"3583","YT056",2020-03-16,2020-03-16,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Chief Medical Officer of Health
What: Recommended to keep children home from daycares and day camps — although no official closure to date
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon, https://yukon.ca/en/child-care-centres-and-family-day-homes","Yukon"
"3584","YT057",2020-04-24,2020-04-27,NA,"Health Testing",NA,"Who: Chief Medical Officer of Health
What: Expanded testing criteria to include 
1) recent travellers who have a fever, chills, cough, difficulty breathing, a sore throat or hoarse voice, headache, runny nose or nasal congestion, unexplained vomiting or diarrhea, fatigue or muscle aches, or loss of smell or taste; and 
2) people with no travel history who are experiencing fever, cough or difficulty breathing (thereby broadening testing in long-term care facilities and emergency shelters)
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/april-24-2020-yukons-chief-medical-officer-health-provides-update-covid-19, https://yukon.ca/en/coronavirus-updates","Yukon"
"3585","YT059-mass_gatherings",2020-04-28,2020-04-28,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Yukon
What: Announced that the ban on gatherings of 10 or more refers to social gatherings rather than work environments. Workplaces should increase hygiene precautions and continue spacing. Limitations in the workplace depend on the size of the establishment.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/april-28-2020-yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3586","YT060-mass_gatherings",2020-04-28,2020-04-28,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Yukon
What: Outdoor gatherings of 10 or fewer are allowed as long as people maintain physical distance.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/april-28-2020-yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3587","YT061-business",2020-04-28,2020-04-28,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Announced that retail operations may open as long as they have a plan in place to service the public safely, but bars, restaurants, recreation and personal services remain closed under the public health order. Businesses should consult cleaning guidelines on Yukon.ca.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/april-28-2020-yukons-chief-medical-officer-health-provides-update-covid-19, https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/cleaning_guidelines_work_final_0.pdf","Yukon"
"3588","YT062",2020-05-01,2020-05-01,NA,"Health Resources","Other Health Infrastructure","Who: Government of Yukon
What: Announced that hospitals will resume some elective and non-urgent procedures on a limited basis. These services include elective surgeries, blood work and imaging.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-1-2020-yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3589","YT063-health_res",2020-05-01,2020-05-01,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Government of Yukon
What: Announced that hospitals will resume visits with physiotherapists, occupational therapists and some specialists
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-1-2020-yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3590","YT064-business",2020-04-24,2020-04-24,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Announced that Yukoners can camp on public land for recreational purposes but recommends that people do not camp with more than 10 people and those who are outside their immediately family, and to maintain physical distance of 2 metres. Territorial and national park campgrounds remain closed.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://web.archive.org/web/20200426235838/https://yukon.ca/en/health-and-wellness/covid-19/camping-public-land-during-covid-19","Yukon"
"3591","YT068",2020-05-05,2020-05-05,NA,"Public Awareness Measures",NA,"Who: Government of Yukon
What: Released projections on cases and critical care capacity 
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-5-2020-yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3592","YT069",2020-04-07,2020-04-07,NA,"Quarantine",NA,"Who: Government of Yukon, Minister of Community Services
What: Issued Civil Emergency Measures Self-Isolation Exception for Traditional Activities order to allow Indigenous people to enter Yukon and exercise their treaty rights without mandatory self-isolation
Effective until:","Canada","Government of Yukon, Minister of Community Services","Provincial","Provincial","http://www.gov.yk.ca/legislation/regs/mo2020_016.pdf","Yukon"
"3593","YT070",2020-03-23,2020-03-23,NA,"Health Resources","Other Health Infrastructure","Who: Government of Yukon 
What: All Yukoners provided with access to portal to have their regular doctor’s appointment by phone or virtual health. This action is in response to COVID-19 and supports Yukoners while social distancing. 
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/new-virtual-care-options-yukoners","Yukon"
"3594","YT071",2020-05-08,2020-05-08,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Government of Yukon
What: Launched non-medical COVID-19 information line
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/yukon-launches-non-medical-covid-19-information-line","Yukon"
"3595","YT072",2020-05-08,2020-05-08,NA,"Public Awareness Measures",NA,"Who: Government of Yukon
What: Issued guidelines for allied health professionals reopening their businesses including acupuncturists, chiropractors, naturopaths, occupational therapists, osteopaths, physiotherapists, optometrists and registered massage therapists
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-8-2020-covid-19-update","Yukon"
"3596","YT074",2020-05-14,2020-05-14,NA,"Health Resources",NA,"Who: Government of Yukon
What: Introduced temporary changes to allow pharmacists to extend and initiate prescriptions
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/pharmacists-have-new-practice-options-during-covid-19-pandemic-0","Yukon"
"3597","YT075-external_border",2020-05-14,2020-05-15,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Yukon
What: Placed Civil Emergency Measures Act (CEMA) enforcement officers in Carmacks, Mayo, Dawson, Ross River, Faro, Haines Junction, Old Crow, Teslin and Watson Lake; opened a new roadside information station outside of Whitehorse to provide guidance on CEMA restrictions for travellers in transit through Yukon 
Effective until:","Canada","Government of Yukon","Other (e.g., county)","Provincial","https://yukon.ca/en/news/additional-enforcement-officers-information-station-travellers-will-help-protect-yukon-covid-19","Yukon"
"3598","YT076-business",2020-05-15,2020-05-15,NA,"Restriction and Regulation of Businesses",NA,"Who: Government of Yukon
What: Released territorial reopening plan entitled ""A Path Forward""
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/plan-ease-covid-19-restrictions-released-start-phase-i, https://yukon.ca/en/path-forward-yukons-plan-lifting-covid-19-restrictions","Yukon"
"3599","YT077-mass_gatherings",2020-05-15,2020-05-15,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Yukon
What: Increased the limit on gatherings to include 1 other household; anyone not in the 2-household group should maintain physical distance in groups of 10 people or fewer
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-19-2020-covid-19-update","Yukon"
"3600","YT078-business",2020-05-22,2020-05-29,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Permitted dine-in restaurant services to open, provided an approved COVID-19 operational plan is in place to keep staff and customers safe
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-22-2020-covid-19-update","Yukon"
"3601","YT079-business",2020-05-22,2020-05-27,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Permitted personal service businesses including hair salons, barbershops, tattoo parlours and nail salons to open, provided an approved COVID-19 operational plan is in place to keep staff and customers safe
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/may-22-2020-covid-19-update","Yukon"
